,pr-0,pr-1,pr-2,pr-3,ar-0,ar-1,ar-2,ar-3,pid,class-0-latency,class-1-latency,class-2-latency,class-3-latency,class-0-bw,class-1-bw,class-2-bw,class-3-bw
303,97.0,49.0,100.0,92.0,8.0,9.0,34.0,46.0,27735.0,1.497663,34.187893,22.240326,12.702490000000001,7312.726994999982,70994.01953000014,57394.342438999956,72729.64952799992
304,80.0,74.0,79.0,60.0,23.0,22.0,14.0,19.0,28439.0,1.489109,16.993889,30.037262,40.605965,7312.860525999979,120514.43577399975,46510.98730000008,35398.56908500007
305,100.0,46.0,86.0,84.0,20.0,0.0,19.0,24.0,26401.0,1.489984,29.84613,11.002887,30.849674,7321.357773999976,78876.19015400017,75758.02802999991,45868.55411700002
306,97.0,62.0,61.0,44.0,55.0,2.0,6.0,7.0,28078.0,1.490248,21.165354,10.464034,52.688908,7316.203138999978,102897.15767500026,76790.19927299964,20396.72852399997
307,75.0,94.0,99.0,98.0,20.0,15.0,35.0,27.0,28535.0,1.489614,23.135555,21.523596,29.777756,7315.33053899999,97225.91399999966,58274.655332999915,47208.02781000002
308,65.0,76.0,43.0,80.0,24.0,27.0,8.0,15.0,26798.0,1.489554,16.496553,27.838879,47.503269,7311.306042999986,123525.91989899975,49366.43598900019,29427.595134000014
309,83.0,93.0,6.0,17.0,41.0,44.0,1.0,9.0,26092.0,1.489975,12.252674,62.46183,42.817532,7320.0512469999785,149587.6932119995,17722.544678,34129.39544399994
310,46.0,60.0,70.0,68.0,7.0,17.0,19.0,21.0,29439.0,1.491534,21.934553,18.36722,36.999546,7311.8019489999915,99843.01567499952,62984.97675499999,39154.36742899999
311,99.0,44.0,78.0,71.0,15.0,13.0,14.0,33.0,27475.0,1.490122,31.210459,15.386937,22.671827,7318.7542269999785,75851.82192000007,68014.07339300023,57374.17696700002
312,98.0,94.0,38.0,92.0,21.0,21.0,5.0,13.0,27824.0,1.490107,12.492733,50.388046,51.942444,7319.002185999963,148867.60235200022,26196.265221999925,26282.076813
313,61.0,93.0,87.0,70.0,13.0,9.0,25.0,18.0,28380.0,1.489157,16.328611,32.622051,41.99876,7315.00630599997,124962.38709399987,44024.82507600003,33769.85549999997
314,51.0,46.0,39.0,88.0,10.0,5.0,12.0,59.0,27066.0,1.492756,30.271288,36.841251,6.5032689999999995,7319.159532999974,78594.16485100018,35966.78731799999,84397.19201200007
315,95.0,98.0,89.0,74.0,14.0,23.0,18.0,13.0,28274.0,1.4890029999999999,13.664447,42.920998,50.484165,7314.386401999983,142401.7763429998,33662.04739799993,26220.32166099992
316,97.0,80.0,78.0,86.0,14.0,13.0,6.0,18.0,26335.0,1.489481,15.542811,36.191509,42.265423,7313.208613999986,129401.93655600006,39192.40948300008,33798.809055000114
317,99.0,84.0,39.0,99.0,20.0,13.0,3.0,19.0,29161.0,1.489867,14.754032,43.22419,40.942276,7315.154083999981,135206.98069699996,31757.011424999877,35281.57709700011
318,74.0,92.0,62.0,18.0,19.0,29.0,14.0,5.0,28730.0,1.489554,12.985223,34.731453,65.831123,7315.368680999988,146245.7847649999,41069.355037999965,14215.960516999972
319,87.0,60.0,91.0,71.0,10.0,26.0,19.0,24.0,30009.0,1.490307,21.895861,20.85154,33.177528,7309.737251999993,99846.51087900026,59036.45037100023,43397.259706000106
320,92.0,99.0,66.0,72.0,22.0,28.0,17.0,8.0,29561.0,1.489071,12.044832,44.28632,60.629856,7313.184787999975,150301.60905900013,32559.91936500001,18710.403446999993
321,95.0,53.0,92.0,75.0,7.0,15.0,20.0,19.0,28543.0,1.492164,25.54406,12.126117,37.886868,7309.737256999989,89472.49416899987,73681.18761400005,37730.24080199999
322,89.0,70.0,68.0,56.0,16.0,16.0,15.0,6.0,27463.0,1.489415,18.342833,14.726413,58.185322,7310.433430999994,114697.24173199986,69105.56315400002,17144.465464999972
323,81.0,43.0,13.0,95.0,13.0,21.0,2.0,43.0,27784.0,1.489709,29.963644,42.732117,5.182829,7307.2910739999825,80140.69557000005,31233.286872999935,87529.13471799996
324,94.0,80.0,98.0,92.0,17.0,13.0,26.0,28.0,27346.0,1.490394,19.690193,31.384586,28.737988,7317.304630999978,108675.3225360001,45491.275823000025,48670.42542400006
325,37.0,91.0,45.0,69.0,12.0,39.0,26.0,13.0,29235.0,1.489716,15.447078,31.365831,50.723633,7314.286290999986,130919.20858600015,45488.51969900007,26214.08461199994
326,47.0,95.0,82.0,94.0,9.0,2.0,25.0,27.0,30417.0,1.4905629999999999,18.971365,32.651169,29.77025,7313.718836999988,111612.12920799991,44019.72295900012,47200.60350899994
327,68.0,75.0,39.0,79.0,9.0,18.0,9.0,21.0,28250.0,1.48997,16.705729,33.575855,37.793224,7308.855113999978,122026.15737600002,42136.373530000106,38305.425644999974
328,90.0,55.0,90.0,79.0,18.0,7.0,19.0,11.0,26569.0,1.490313,24.52416,8.901629,45.590904,7313.275409999984,92504.71588400002,79657.8168939999,27638.79299200004
329,68.0,76.0,98.0,91.0,9.0,16.0,31.0,29.0,27882.0,1.492852,22.232759,25.57926,27.629194,7319.865261999968,99945.95531300009,52727.313003,50149.44553200016
330,86.0,60.0,44.0,57.0,40.0,25.0,22.0,11.0,29925.0,1.488928,21.987484,14.408777,43.786156,7312.464750999984,99874.93514900016,69430.46093100001,31988.792421999966
331,92.0,96.0,69.0,33.0,18.0,11.0,16.0,4.0,26822.0,1.490338,11.979607,38.358543,68.733643,7316.3175989999745,151073.2602980001,37340.154663999965,12699.789975000014
332,75.0,62.0,60.0,73.0,14.0,13.0,32.0,34.0,28868.0,1.490083,25.36092,24.523144,22.534351,7314.796484999985,91096.45364200011,54197.98370200016,57438.23528899995
333,50.0,72.0,90.0,77.0,5.0,8.0,18.0,16.0,25602.0,1.492772,17.620359,24.669626,45.351738,7314.6963139999725,117547.40236599998,53651.02288299996,31085.48636900003
334,41.0,99.0,72.0,66.0,4.0,57.0,18.0,2.0,26457.0,1.503543,11.168935,39.001514,72.006546,7319.626846999999,154157.40968699963,36979.508414000054,9675.712644000003
335,92.0,66.0,95.0,46.0,17.0,16.0,36.0,13.0,26126.0,1.490043,19.6369,16.503769,49.127575,7316.184091999997,108360.99625600016,65883.52681000005,27275.71960800002
336,99.0,7.0,97.0,100.0,44.0,1.0,43.0,0.0,27082.0,1.501198,55.722351,2.680543,11.180637,7348.475513999993,23214.893321000116,93315.61088899993,76431.66540600016
337,97.0,100.0,52.0,55.0,30.0,34.0,15.0,10.0,28192.0,1.489523,12.131817999999999,47.897854,57.459618,7316.250819000005,150311.18868400034,29505.59141499994,21742.863646000013
338,63.0,91.0,42.0,91.0,17.0,34.0,14.0,23.0,28639.0,1.4895939999999999,15.055672,49.022018,34.892525,7314.243365999988,133817.6775010001,27614.274039000065,41237.71668400004
339,54.0,40.0,83.0,85.0,4.0,15.0,21.0,12.0,29073.0,1.498557,34.200012,4.013074,33.16338,7323.913612999985,70267.27675299988,89135.3607249998,37589.34974299991
340,94.0,98.0,96.0,88.0,1.0,26.0,23.0,25.0,28355.0,1.51716,17.710698999999998,35.288261,32.106144,7310.4620249999825,117556.07129299955,41037.65967100001,44231.46246299999
341,68.0,97.0,78.0,53.0,15.0,14.0,16.0,6.0,30490.0,1.489236,11.881827,42.260601,63.887257,7316.327136999963,151590.81935200034,33880.98240899994,15683.774923
342,52.0,99.0,94.0,53.0,22.0,21.0,12.0,28.0,28136.0,1.4901149999999999,15.630653,52.051449,28.756556,7315.378213999999,129431.87236000026,24587.864869000012,48666.844374000124
343,55.0,79.0,74.0,13.0,16.0,19.0,41.0,2.0,25662.0,1.489471,16.584497,16.052876,59.135086,7315.678647999975,124553.76149700019,66464.46708799998,10446.596149999981
344,87.0,92.0,86.0,82.0,17.0,10.0,17.0,14.0,28623.0,1.489576,13.67118,44.286144,48.987461,7316.522617999982,142176.15128500038,32372.894292000037,27732.911143999914
345,81.0,64.0,100.0,86.0,12.0,11.0,19.0,14.0,29207.0,1.489029,20.27087,16.092926,47.260406,7311.539685999989,105785.0027280004,66713.25203999996,28947.200761000066
346,97.0,97.0,72.0,88.0,33.0,8.0,2.0,27.0,29455.0,1.489964,13.180408,72.722618,29.966866,7314.939508999993,145077.8246070002,9678.34477199997,47210.34527300004
347,62.0,19.0,60.0,53.0,33.0,8.0,12.0,31.0,27356.0,1.492929,53.355606,5.647542,13.986697,7321.209935999954,40127.4156339998,85509.17625900036,71339.28775999986
348,97.0,71.0,64.0,90.0,15.0,5.0,16.0,17.0,29537.0,1.489152,17.922518,24.64591,43.779552,7314.086004999981,116107.36847099988,53611.17838999992,32612.390519999884
349,72.0,93.0,95.0,99.0,29.0,10.0,31.0,20.0,25851.0,1.49032,18.597214,25.583885,38.885674,7316.703822999984,113263.23987699971,52723.51264399993,36773.11418400001
350,40.0,68.0,93.0,78.0,13.0,18.0,33.0,23.0,26537.0,1.489302,20.546066,23.454214,34.724655,7311.654123999987,105683.34103100002,55603.43742,41453.80022900001
351,91.0,46.0,62.0,63.0,54.0,31.0,5.0,2.0,29326.0,1.492687,29.948938,5.051201,38.225563,7325.67791399999,79128.76607000014,86585.18790900022,32272.45328200003
352,58.0,82.0,94.0,87.0,20.0,21.0,30.0,19.0,27388.0,1.488903,17.944738,26.654959,40.48616,7310.395288999967,116141.9439029998,51272.95016900005,35291.29981700003
353,44.0,54.0,72.0,96.0,18.0,19.0,23.0,17.0,29167.0,1.489363,25.018032,11.553128,40.327141,7313.61392399998,90975.49436199969,74726.18579900006,34966.50216299996
354,88.0,35.0,51.0,93.0,24.0,5.0,5.0,23.0,27455.0,1.491479,38.332794,9.711048,21.051435,7327.823667999987,62305.43614200008,77621.91772400004,59835.13356199996
355,52.0,38.0,51.0,80.0,4.0,18.0,22.0,36.0,27230.0,1.5045220000000001,35.772633,13.356675,19.588404,7316.303278000009,66790.08962600007,71578.35481299984,62154.688795999915
356,99.0,95.0,71.0,80.0,41.0,20.0,30.0,4.0,28487.0,1.488786,14.320259,26.732388,62.293095,7313.66640499998,138231.04381399974,51316.07055000003,12695.503233999998
357,81.0,83.0,99.0,55.0,15.0,40.0,7.0,29.0,25980.0,1.490215,15.18821,57.131779,27.673424,7315.37343499997,132416.60591200017,19734.80226100001,50123.691543000066
358,96.0,95.0,78.0,30.0,47.0,28.0,9.0,13.0,29649.0,1.488759,12.236773,51.831028,51.272755,7314.171816999996,149641.44232599984,25461.993223000005,26242.747301000018
359,80.0,92.0,80.0,94.0,18.0,20.0,12.0,11.0,28062.0,1.489485,12.990416,43.330608,54.705864,7314.710641999986,146042.31836499978,32349.920259999857,23220.577210000018
360,89.0,51.0,91.0,89.0,4.0,0.0,25.0,34.0,29415.0,1.496617,26.73358,21.664288,22.301067,7314.095521999992,86350.66989300001,57885.94723299996,57897.6678939999
361,87.0,98.0,97.0,72.0,11.0,21.0,11.0,15.0,27719.0,1.489132,12.325914,54.773624,47.164818,7310.915021999984,149053.54025899945,23441.195527999964,29257.292759999997
362,86.0,41.0,75.0,93.0,0.0,8.0,24.0,21.0,26068.0,1.511339,33.477386,7.003332,30.958908,7317.5621519999795,71396.989839,83113.78003300012,44573.03047200001
363,99.0,99.0,58.0,90.0,25.0,26.0,15.0,3.0,27655.0,1.4907439999999998,11.218193,41.109814,73.380157,7317.810081999981,154651.06013000026,34869.90928799993,11203.660995000022
364,49.0,59.0,93.0,79.0,14.0,35.0,2.0,24.0,29553.0,1.489214,22.359119,20.019745,33.100948,7309.203187999974,98368.06298199994,60366.31103800002,43456.168192000034
365,96.0,71.0,68.0,86.0,35.0,17.0,16.0,31.0,27329.0,1.489977,18.038969,40.979519,25.571819,7315.2208339999825,115072.53645700005,34326.772681,53028.068558999825
366,74.0,69.0,52.0,88.0,57.0,8.0,2.0,23.0,28322.0,1.489695,18.390034,28.961325,34.793606,7313.866644999984,113169.67011799976,47903.92876000006,41386.66154500003
367,83.0,79.0,46.0,79.0,34.0,14.0,2.0,37.0,30310.0,1.490606,16.120909,62.113705,19.818981,7317.380931999997,126996.66498100007,13405.413632000009,61477.985346999994
368,91.0,67.0,100.0,57.0,2.0,19.0,30.0,7.0,26521.0,1.502897,19.321857,13.361217,55.570854,7312.502880999989,110229.21081800023,71453.47118899987,19048.318883000025
369,100.0,87.0,37.0,100.0,31.0,27.0,2.0,28.0,26351.0,1.490182,14.22305,62.363785,28.931677,7319.803271999971,138842.415828,14469.504353999992,48697.452549000016
370,47.0,53.0,70.0,99.0,5.0,17.0,24.0,32.0,27574.0,1.498915,25.558802,21.73245,24.257505,7314.052587999987,89389.28606900039,57820.53948099994,55038.83838300018
371,95.0,100.0,73.0,40.0,10.0,23.0,6.0,11.0,28071.0,1.491469,10.816184,56.418823,54.907539,7327.070286999984,155885.6820970001,21378.793708999994,23203.029633999915
372,70.0,57.0,85.0,100.0,20.0,18.0,13.0,36.0,28559.0,1.490036,23.392593,29.912519,20.578043,7316.985163000001,95387.730583,46651.80206199994,60231.146815000095
373,95.0,86.0,84.0,23.0,25.0,28.0,29.0,6.0,27305.0,1.489201,14.66007,27.054245,60.403175,7314.21949499999,135565.4907339997,50866.63245999999,15777.826289000004
374,90.0,80.0,77.0,63.0,21.0,20.0,19.0,16.0,26748.0,1.488685,15.633624,33.335564,45.541256,7307.5342669999645,129079.98560200002,42510.49039999997,30801.31053600003
375,98.0,88.0,91.0,75.0,18.0,15.0,9.0,14.0,26723.0,1.489386,13.980261,41.927177,48.819393,7316.2412909999875,140818.9296819999,33404.83663700003,27743.601828999967
376,89.0,95.0,78.0,97.0,12.0,28.0,19.0,1.0,26020.0,1.489963,12.224818,33.120945,75.027336,7317.996060999983,149959.44976400022,43025.10260199991,8210.086864000004
377,91.0,99.0,10.0,96.0,20.0,12.0,2.0,20.0,28876.0,1.49071,11.455093,62.783039,39.148872,7318.258317999989,153095.63636800018,10946.006786000004,37043.35688599996
378,91.0,95.0,79.0,95.0,16.0,33.0,9.0,34.0,29201.0,1.489976,16.396538,56.050564,22.497744,7316.899327999985,125133.77187399988,20038.471225999914,57279.052734000084
379,100.0,84.0,96.0,89.0,29.0,22.0,22.0,18.0,29705.0,1.48895,15.794247,36.705433,42.027035,7313.537615999957,129379.23907300032,39613.490116000045,33761.286731999935
380,82.0,22.0,67.0,30.0,42.0,8.0,6.0,18.0,27422.0,1.490978,45.86776,3.872213,22.325581,7319.297829999974,50217.50926700005,89281.24902500004,57799.54432499999
381,42.0,57.0,70.0,88.0,6.0,16.0,14.0,38.0,27404.0,1.495801,23.438892,32.095566,18.77569,7314.543761,95356.65034700016,43843.69850199998,62909.951210999956
382,28.0,46.0,95.0,63.0,4.0,20.0,53.0,1.0,25915.0,1.509537,29.883778,3.364215,34.739361,7330.994668999997,79652.08534300003,91041.78903999999,25311.284092000067
383,79.0,58.0,83.0,99.0,3.0,5.0,20.0,23.0,26279.0,1.496192,22.882532,18.377506,34.254066,7309.842148000005,96886.44410000011,63006.5917919999,42135.69162299992
384,87.0,94.0,26.0,94.0,27.0,29.0,3.0,4.0,25619.0,1.4909569999999999,12.411767,36.356422,70.13707,7320.685426999995,148959.57470700023,39289.06439399992,12959.866519000001
385,23.0,78.0,93.0,99.0,5.0,16.0,24.0,31.0,25907.0,1.499079,20.083382,33.940933,25.548201,7316.651405999986,107194.95772300022,42550.68779500007,53019.46640400003
386,80.0,93.0,64.0,81.0,19.0,21.0,9.0,8.0,30025.0,1.4900579999999999,12.684557,40.445789,61.277454,7317.528759000002,147601.43753300028,35119.16161299997,18708.357813999944
387,76.0,70.0,84.0,80.0,12.0,30.0,14.0,14.0,28423.0,1.489087,18.200722,20.85544,48.340839,7314.267191999983,114653.5301060002,59049.70166000007,28296.86162100001
388,20.0,97.0,97.0,71.0,2.0,31.0,32.0,19.0,26052.0,1.519313,18.530811,24.519169,40.387035,7313.9048139999895,113281.59335999987,54159.74139300006,35282.06826600004
389,60.0,87.0,38.0,54.0,0.0,33.0,6.0,15.0,25932.0,1.511342,14.28805,41.837772,47.98188,7309.374825000011,139497.1751990005,33324.689877999976,29269.0324809999
390,80.0,99.0,51.0,92.0,8.0,26.0,4.0,30.0,29890.0,1.491431,14.312577,63.886143,26.723822,7317.276022999961,138168.43512000013,12548.861556999946,51568.5081299999
391,53.0,85.0,34.0,96.0,28.0,48.0,2.0,4.0,26774.0,1.489223,14.708899,25.890034,67.709312,7316.265141999979,136706.91489699978,52073.47870900016,13117.823617999988
392,93.0,89.0,69.0,59.0,10.0,23.0,17.0,15.0,30474.0,1.489836,13.993629,43.065697,47.559052,7313.575768999995,139887.83837,33159.794825999845,29244.742413999913
393,67.0,88.0,78.0,99.0,8.0,11.0,8.0,31.0,30135.0,1.491111,15.459296,57.901638,25.631807,7314.667732999975,130932.99390500037,18564.667691000046,53016.69121800001
394,26.0,84.0,89.0,17.0,3.0,47.0,1.0,9.0,30334.0,1.497933,14.81536,30.101391,56.703636,7316.455878999976,135275.85028800007,46498.203292,20286.779410999938
395,30.0,88.0,69.0,41.0,8.0,18.0,13.0,13.0,26946.0,1.490189,14.025155,40.254333,51.329678,7312.345553999998,140673.2273039997,35071.69720599993,26241.087884000004
396,90.0,27.0,77.0,68.0,26.0,4.0,21.0,12.0,28014.0,1.494299,45.925102,2.9769449999999997,23.208136,7335.1669749999755,50996.06511999995,92049.70839400004,52353.496589
397,21.0,97.0,92.0,83.0,9.0,27.0,9.0,36.0,27998.0,1.491886,16.861372,55.932529,20.606247,7316.241321999971,122273.03027000009,20035.576821999977,60031.33292600002
398,77.0,63.0,48.0,66.0,26.0,10.0,6.0,24.0,29097.0,,,,,0.0,0.0,0.0,0.0
399,27.0,40.0,88.0,92.0,0.0,1.0,27.0,32.0,30100.0,1.51157,34.177311,12.121685,22.829147,7312.965452000012,69760.41318499998,73789.31523200005,56976.51863500001
400,96.0,74.0,98.0,94.0,14.0,11.0,15.0,15.0,26699.0,1.488861,17.035698,25.677738,46.971184,7314.929978999982,120507.22120200028,52219.53392100017,29510.73170700001
401,96.0,99.0,88.0,98.0,24.0,25.0,21.0,0.0,29302.0,1.4901689999999999,11.436356,35.636684,67.940926,7319.526722999982,153675.3797749997,40554.80956500007,6693.21541899997
402,95.0,94.0,54.0,97.0,2.0,28.0,15.0,22.0,29383.0,1.506205,15.014545,47.35635,36.301426,7313.871416999983,133816.3089730002,29099.564592999963,39756.927521999976
403,74.0,90.0,64.0,95.0,23.0,14.0,24.0,33.0,29721.0,1.490149,20.921005,33.923904,23.491592,7315.349616999989,104332.5805400005,42528.63887300003,55872.72166300001
404,73.0,50.0,29.0,79.0,40.0,31.0,6.0,10.0,27590.0,1.489157,27.281765,27.547865,16.62727,7313.928623999989,85270.65751499996,50111.10781900001,66533.36049000006
405,97.0,95.0,94.0,97.0,12.0,17.0,18.0,11.0,27792.0,1.489313,13.175882,42.925343,53.881638,7313.9858579999855,145049.0188430004,33832.63111700003,23207.47852500002
406,78.0,30.0,96.0,84.0,23.0,4.0,20.0,25.0,27925.0,1.4927300000000001,43.043674,4.598241,23.270876,7326.574386999971,55033.55978100009,87716.01197699993,54604.56373900021
407,97.0,13.0,85.0,76.0,27.0,1.0,23.0,21.0,29959.0,1.4965929999999998,57.524036,2.8073259999999998,14.216327,7335.45786199996,31001.653622000045,92829.39434299999,70253.87759599982
408,72.0,88.0,23.0,43.0,26.0,44.0,3.0,2.0,29908.0,1.4897369999999999,13.838031,35.595543,59.246239,7316.241305999982,140899.72496799953,40919.327739,20110.254288000022
409,57.0,96.0,13.0,82.0,3.0,13.0,8.0,32.0,28567.0,1.498323,15.633582,56.798744,24.604496,7317.314179999997,129511.31821000017,18530.55953800002,54419.81316500008
410,88.0,69.0,46.0,83.0,25.0,21.0,3.0,27.0,26683.0,1.489453,18.358534,33.620506,29.769283,7309.188844999992,113157.94943600014,42095.32736000012,47254.075974999985
411,97.0,89.0,42.0,82.0,18.0,14.0,7.0,15.0,27515.0,1.489748,13.766936,45.173489000000004,48.023174,7315.812113999987,142217.998505,30408.291810999992,29268.746375000046
412,63.0,70.0,95.0,85.0,34.0,8.0,29.0,27.0,30563.0,1.488958,20.523796,27.775398,29.777441,7310.881680999981,105710.99281100006,49853.07216200007,47272.02893200009
413,65.0,91.0,84.0,89.0,2.0,29.0,33.0,25.0,27372.0,1.5272700000000001,21.282219,23.485437,32.133945,7310.586008999991,103008.06521200019,55545.473126000004,44240.11227600006
414,78.0,95.0,89.0,63.0,21.0,4.0,40.0,13.0,26036.0,1.489064,19.211647,16.955919,49.742779,7312.593484999955,111032.37154799994,64773.36885499988,26230.397198000068
415,96.0,91.0,20.0,83.0,42.0,2.0,5.0,36.0,26425.0,1.4897209999999999,15.838087,58.824337,20.705545,7315.3591329999945,128167.00935700018,14032.301922999994,60066.9050450001
416,99.0,46.0,100.0,95.0,21.0,10.0,23.0,23.0,26862.0,1.489774,29.895424,10.437811,31.708269,7313.375490999991,78903.9421169999,76800.58001899999,44706.51149899992
417,70.0,75.0,100.0,96.0,5.0,21.0,6.0,39.0,28615.0,1.498051,17.284119,58.530968,17.980944,7318.406156999981,120135.10225700008,17569.637326000015,64132.35183899985
418,95.0,81.0,28.0,46.0,42.0,27.0,9.0,18.0,27034.0,1.489313,15.446181,37.380409,42.551643,7315.425904999994,130872.63109000039,37698.1353739998,33787.03595100011
419,22.0,60.0,98.0,80.0,5.0,6.0,31.0,49.0,28924.0,1.506561,33.556515,25.550657,10.864359,7310.1854450000055,72267.77551499988,52867.217045999845,75754.54710400004
420,80.0,93.0,83.0,95.0,20.0,23.0,14.0,7.0,26609.0,1.490053,12.766512,38.630352,61.192505,7321.057337999982,147466.92179700028,36816.21075800007,17198.863042000034
421,95.0,98.0,99.0,99.0,21.0,23.0,23.0,22.0,28763.0,1.488794,16.899235,35.288822,36.013344,7306.43752799997,122010.79369600001,41047.38713299998,39754.018783999854
422,95.0,82.0,76.0,100.0,23.0,18.0,18.0,0.0,29819.0,1.48994,15.280279,19.207266,65.877068,7317.352327999966,132363.8248450001,61683.053970999994,7390.027087999966
423,93.0,95.0,65.0,95.0,24.0,13.0,15.0,25.0,26830.0,1.489326,15.625284,47.249252,32.240604,7313.132316999979,129391.85622099979,29101.777098000057,44237.17498099996
424,41.0,96.0,87.0,98.0,7.0,25.0,23.0,24.0,28916.0,1.493739,17.385515,35.298313,33.39772,7312.569644999989,119029.76034300006,41055.76037500001,42749.123545000104
425,98.0,36.0,30.0,52.0,29.0,9.0,7.0,14.0,25972.0,1.489617,36.118824,24.504145,9.249718,7313.0131270000065,66944.55147800007,54185.84344100004,79000.24890800023
426,94.0,78.0,98.0,94.0,18.0,22.0,19.0,15.0,27058.0,1.489423,15.99722,29.910156,47.018848,7314.17660099999,126341.50981899985,46634.845727000116,29364.271150999954
427,25.0,91.0,100.0,76.0,6.0,25.0,32.0,18.0,29601.0,1.495813,18.243855,24.524534,41.937302,7310.843496999984,114786.43420400025,54155.82177599995,33765.482917000045
428,82.0,88.0,98.0,46.0,30.0,46.0,9.0,10.0,28224.0,1.489326,13.938004,36.218826,55.222649,7316.660904000004,140907.1540729997,39272.937808000024,21718.19207399998
429,90.0,31.0,80.0,90.0,24.0,2.0,22.0,20.0,26633.0,1.491889,41.973804,3.876476,25.255381,7329.230360999983,56682.86322299984,89598.20747900024,50361.26136499996
430,92.0,77.0,23.0,32.0,36.0,34.0,11.0,9.0,26393.0,1.489049,16.190571,35.359142,39.691746,7314.605744999991,124999.50886800021,41021.80007599991,36432.10886999993
431,98.0,81.0,22.0,90.0,29.0,26.0,3.0,18.0,25687.0,1.489149,15.382206,38.764938,41.650787,7310.915026999972,130897.26920500009,36700.21056700011,34807.00967600004
432,76.0,84.0,49.0,38.0,29.0,28.0,15.0,15.0,27623.0,1.489031,14.921515,37.32745,47.619629,7313.494732999992,135031.5189300002,37999.87315200006,29247.47466600005
433,30.0,65.0,23.0,99.0,6.0,4.0,13.0,53.0,28591.0,1.494325,24.705984,48.60318,8.751341,7301.979098999982,93985.41451599977,27160.959232999958,79497.75698299984
434,55.0,46.0,58.0,82.0,28.0,0.0,12.0,36.0,27866.0,1.489472,29.843424,19.149496,20.333166,7311.148667999984,78882.53210699993,61858.36787999997,60968.61839399992
435,82.0,85.0,4.0,100.0,18.0,15.0,0.0,21.0,26409.0,1.490475,14.591692,58.429531,25.931604,7321.200403000013,136717.9202889999,12530.651106999956,52785.21062199998
436,50.0,54.0,83.0,83.0,2.0,1.0,21.0,31.0,27679.0,1.5005169999999999,24.987171,21.727806,25.197971,7314.138440999987,90905.34685399993,57789.621336000055,53581.004160000026
437,99.0,83.0,59.0,57.0,21.0,28.0,17.0,16.0,30603.0,1.489153,15.063321,37.133686,45.858635,7314.5914159999975,133349.69041700056,38240.62346399998,30773.58241700003
438,68.0,79.0,63.0,97.0,2.0,82.0,1.0,7.0,27413.0,1.524705,15.972262,22.762054,60.120972,7314.024015999988,128007.1401730002,56365.12280300006,17603.449802
439,80.0,97.0,80.0,56.0,19.0,15.0,18.0,9.0,29105.0,,,,,0.0,0.0,0.0,0.0
440,99.0,80.0,77.0,98.0,17.0,13.0,17.0,25.0,29129.0,,,,,0.0,0.0,0.0,0.0
441,86.0,93.0,62.0,83.0,8.0,23.0,16.0,14.0,30717.0,1.4903819999999999,13.517281,45.964195,49.60075,7313.461337000001,143561.4395070001,30916.395221999926,27740.345003999966
442,100.0,34.0,80.0,71.0,37.0,7.0,26.0,5.0,29006.0,1.494824,38.960732,2.885557,28.096521,7334.427888999984,61563.72546100007,92388.96373699994,41279.11092800012
443,35.0,90.0,75.0,47.0,4.0,29.0,25.0,0.0,30434.0,1.495697,13.515935,26.560574,75.382713,7315.630964999995,143352.7278970001,51360.98861200013,6872.968735999963
444,34.0,55.0,66.0,18.0,5.0,22.0,44.0,4.0,27982.0,1.500098,24.393095,5.822645,47.384098,7319.831889999995,93797.07813800014,85255.1984859998,19568.281228999975
445,54.0,47.0,74.0,68.0,3.0,2.0,48.0,36.0,29292.0,1.518192,37.058475,11.431706,20.419506,7316.441570999979,65186.20970699984,74537.31537100008,60899.49609000016
446,18.0,55.0,83.0,63.0,5.0,21.0,25.0,4.0,25671.0,1.4969700000000001,24.600788,5.827505,44.57653,7321.233777999973,92655.08174899993,85281.80599300006,20383.7585450001
447,86.0,47.0,95.0,39.0,26.0,14.0,39.0,6.0,26076.0,1.492938,29.294485,4.219193,38.39716,7325.420434999986,80997.47178100025,88668.07938700009,27500.03817099998
448,81.0,98.0,89.0,85.0,22.0,13.0,1.0,30.0,29065.0,1.489999,13.634027,74.529099,26.733515,7318.034220999968,142340.40733199965,8127.827718000016,51589.546227999956
449,95.0,56.0,92.0,91.0,13.0,8.0,32.0,31.0,26319.0,1.490226,24.591906,22.618443,25.321259,7315.883687999957,92471.71402700001,56546.08726799985,53452.086438999904
450,72.0,100.0,43.0,88.0,14.0,36.0,4.0,32.0,25956.0,1.490321,14.741411,60.856094,24.622728,7317.6336489999985,135360.66053999984,12527.160662999999,54468.64129699997
451,98.0,98.0,80.0,90.0,18.0,18.0,5.0,7.0,26449.0,1.490527,11.171593,46.311489,62.048443,7319.684055999981,153934.3929140002,29584.555626000056,17179.34609499996
452,27.0,65.0,33.0,13.0,17.0,38.0,0.0,8.0,28803.0,1.489275,18.893143,20.728241,45.741932,7316.823050999988,111958.036423,59414.06723399993,30872.430798000067
453,75.0,68.0,30.0,56.0,25.0,10.0,8.0,16.0,28415.0,1.489384,18.799492,26.905451,36.498413,7312.116649999987,111682.38637899995,51056.73790800008,39747.63396500005
454,98.0,81.0,97.0,95.0,27.0,8.0,32.0,30.0,28094.0,1.490199,23.144922,24.500004,26.584404,7315.18746899999,97041.85011599994,54145.512563000055,51579.07966699992
