,ar-0,ar-1,ar-2,ar-3,pr-0,pr-1,pr-2,pr-3,n-class-0-latency,n-class-1-bw,n-class-2-bw
458,7.0,27.0,13.0,22.0,87.0,81.0,82.0,96.0,0.2144376874235647,0.6002997651102941,0.1331024309926471
459,17.0,3.0,50.0,3.0,80.0,84.0,77.0,55.0,0.21494094833289787,0.5123690649080884,0.36233830106617626
460,30.0,21.0,15.0,19.0,77.0,53.0,88.0,57.0,0.2147550115095264,0.40076471422794124,0.34592090294117644
461,11.0,15.0,37.0,28.0,82.0,88.0,97.0,95.0,0.21460652229459976,0.41698813437499943,0.2772379449264707
462,25.0,11.0,44.0,12.0,87.0,98.0,90.0,87.0,0.21491467551577842,0.4862071837867647,0.3246277569485291
463,35.0,9.0,35.0,12.0,89.0,69.0,91.0,55.0,0.21488610029405822,0.5139732185845594,0.2909778672242646
464,17.0,32.0,0.0,25.0,71.0,84.0,9.0,76.0,0.21470097856680387,0.6238135344301471,0.0682076988419118
465,2.0,27.0,11.0,23.0,8.0,100.0,76.0,99.0,0.0782088415584187,0.6397452425183825,0.0878513735110294
466,36.0,9.0,43.0,4.0,35.0,55.0,55.0,57.0,0.21452897481966157,0.4152684524999998,0.3886738243566175
467,27.0,6.0,5.0,31.0,99.0,61.0,100.0,94.0,0.21477893877726353,0.459017122665441,0.2112640178125
468,21.0,3.0,35.0,5.0,83.0,23.0,97.0,30.0,0.21437849998023698,0.2169339971874998,0.45711748742647074
469,0.0,20.0,30.0,19.0,72.0,78.0,74.0,85.0,0.21067586793519874,0.5306627818014711,0.22767624426470565
470,7.0,20.0,29.0,4.0,56.0,68.0,81.0,46.0,0.21438309589288884,0.5093642893382353,0.3458853153125
471,26.0,44.0,12.0,10.0,91.0,87.0,24.0,70.0,0.2148582539812563,0.6448312717647059,0.16995195088235304
472,14.0,19.0,16.0,23.0,77.0,94.0,89.0,99.0,0.2148953358981987,0.6025046986029413,0.12462042698529409
473,37.0,19.0,25.0,12.0,76.0,38.0,61.0,44.0,0.2144948946863582,0.2930894493566177,0.4163923509191175
474,25.0,20.0,8.0,28.0,80.0,97.0,71.0,99.0,0.21481512808687658,0.6236805634375001,0.06556502176470584
475,13.0,11.0,15.0,11.0,76.0,85.0,92.0,89.0,0.21496101816286253,0.6303766193749994,0.18285337637867635
476,24.0,33.0,9.0,18.0,89.0,98.0,45.0,98.0,0.21482291542891746,0.6860920611397056,0.07393877295955881
477,18.0,13.0,18.0,12.0,95.0,85.0,100.0,77.0,0.21491655193256995,0.6292445694301471,0.17673916674632353
478,10.0,14.0,17.0,18.0,49.0,83.0,98.0,100.0,0.21477792968841763,0.6119330139889707,0.15084419183823533
479,20.0,47.0,9.0,5.0,83.0,92.0,18.0,48.0,0.21473281869034455,0.6791608297977939,0.13806995224264706
480,10.0,21.0,14.0,15.0,83.0,98.0,81.0,76.0,0.21482435759125504,0.6724405814889708,0.11051674099264708
481,24.0,35.0,8.0,5.0,78.0,93.0,62.0,73.0,0.21471221517921424,0.6855489575551471,0.16872540994485294
482,19.0,18.0,13.0,9.0,100.0,98.0,71.0,82.0,0.21482190592680211,0.7106747697426464,0.11402982117647059
483,6.0,27.0,25.0,12.0,26.0,77.0,95.0,63.0,0.2141956851617947,0.5728882901102943,0.23391553586397065
484,47.0,10.0,9.0,12.0,92.0,70.0,97.0,35.0,0.2149102011156526,0.5241784100551468,0.2813537330514705
485,27.0,25.0,31.0,1.0,76.0,84.0,82.0,95.0,0.21481224402939436,0.6209610140992646,0.2637724666176471
486,17.0,22.0,27.0,20.0,68.0,76.0,96.0,84.0,0.21486892995272885,0.543940505606618,0.20678025838235298
487,19.0,20.0,16.0,5.0,65.0,98.0,85.0,18.0,0.2147381503126789,0.7128845242647062,0.14089696566176466
488,20.0,3.0,20.0,10.0,99.0,41.0,98.0,80.0,0.21445924436625619,0.3148363793933825,0.4378241650551467
489,9.0,27.0,17.0,8.0,76.0,88.0,94.0,70.0,0.21469694519793384,0.6509669562500011,0.18341602643382357
490,20.0,24.0,27.0,21.0,81.0,91.0,97.0,74.0,0.21489778923899322,0.5379002760477939,0.20594184889705847
491,16.0,19.0,14.0,18.0,84.0,95.0,86.0,96.0,0.21495163252406282,0.6517025477389701,0.11011125397058832
492,32.0,6.0,29.0,12.0,99.0,96.0,99.0,66.0,0.215016193407066,0.5882965290624997,0.22050466604779442
493,15.0,30.0,16.0,24.0,91.0,75.0,91.0,49.0,0.21473786211010817,0.5583301186213231,0.16162404233455885
494,34.0,6.0,40.0,16.0,91.0,88.0,89.0,75.0,0.214877731213475,0.48370668106617626,0.29793592055147045
495,13.0,29.0,16.0,12.0,56.0,96.0,100.0,60.0,0.21484902156412775,0.6791314659007361,0.12589079507352938
496,39.0,1.0,20.0,31.0,91.0,25.0,48.0,100.0,0.2143687343200994,0.19963427507352938,0.3520032940073531
497,15.0,13.0,10.0,13.0,94.0,72.0,73.0,95.0,0.21491222178941288,0.538460209080882,0.2606717102941176
498,48.0,3.0,21.0,4.0,85.0,74.0,45.0,24.0,0.21481570490766616,0.5524467894852941,0.307272549889706
499,0.0,13.0,85.0,0.0,28.0,80.0,86.0,63.0,0.20218230525737174,0.43508813648897066,0.4560375038786767
500,18.0,33.0,32.0,1.0,69.0,95.0,100.0,47.0,0.21487123841038258,0.6447647425919119,0.24229936742647062
501,26.0,6.0,20.0,11.0,95.0,58.0,59.0,72.0,0.21473930313069775,0.4371731596507352,0.3633835737316173
502,8.0,21.0,19.0,8.0,64.0,94.0,85.0,95.0,0.21476207382312062,0.680682501378677,0.1532607218382355
503,22.0,38.0,18.0,9.0,64.0,97.0,91.0,92.0,0.21491251046019486,0.6858916842095586,0.14074392165441182
504,27.0,21.0,21.0,14.0,69.0,41.0,96.0,59.0,0.21452940628316408,0.3142302527022057,0.4262372850367648
505,20.0,6.0,13.0,16.0,80.0,26.0,62.0,85.0,0.21443553196764703,0.2047336277389705,0.4201974938602937
506,10.0,6.0,23.0,20.0,67.0,84.0,91.0,77.0,0.21499177992366447,0.5736739319852938,0.17640231272058826
507,36.0,33.0,15.0,11.0,92.0,75.0,34.0,61.0,0.21492550144806058,0.559847407334559,0.24571068130514725
508,23.0,23.0,7.0,30.0,80.0,100.0,84.0,99.0,0.21469953806052516,0.6166559808823532,0.05814985310661764
509,42.0,9.0,23.0,17.0,95.0,42.0,65.0,74.0,0.21450841040553487,0.32055553286764676,0.4116596544485293
510,21.0,30.0,21.0,1.0,80.0,69.0,86.0,99.0,0.2146705879827405,0.5167388740441179,0.35735263534926465
511,39.0,7.0,13.0,11.0,76.0,58.0,91.0,85.0,0.21477403757740254,0.43724845437499965,0.36342003768382325
512,20.0,21.0,29.0,19.0,93.0,93.0,98.0,71.0,0.21482680931166806,0.538041135900735,0.22038703465073514
513,18.0,13.0,19.0,9.0,85.0,97.0,93.0,45.0,0.2149155415502261,0.6789849084742647,0.1478494089522059
514,12.0,12.0,19.0,7.0,53.0,80.0,69.0,39.0,0.21491684061498456,0.5954130606801472,0.24694660119485284
515,18.0,14.0,4.0,18.0,94.0,99.0,32.0,97.0,0.21479494131063848,0.7142612164705885,0.04400418091911767
516,2.0,26.0,24.0,6.0,53.0,100.0,99.0,66.0,0.21316947706196504,0.6655295106250001,0.1842994901102942
517,15.0,6.0,28.0,16.0,49.0,64.0,93.0,96.0,0.2148503198248433,0.48044692049632365,0.29538037139705886
518,6.0,17.0,17.0,29.0,45.0,70.0,56.0,100.0,0.21398756464764943,0.5213280810845593,0.1625761388602941
519,23.0,9.0,13.0,23.0,79.0,48.0,66.0,88.0,0.21482954953600175,0.36415746977941205,0.351955171764706
520,17.0,12.0,16.0,16.0,92.0,88.0,93.0,88.0,0.21493661720661655,0.6426154690992653,0.13386659770220588
521,7.0,3.0,71.0,5.0,33.0,98.0,99.0,34.0,0.21372316438517192,0.4182954044117645,0.44462111068014676
522,37.0,10.0,5.0,38.0,98.0,62.0,31.0,100.0,0.21477619984388455,0.46620097227941165,0.15382854378676467
523,12.0,28.0,16.0,9.0,91.0,65.0,86.0,21.0,0.2148396457025693,0.48887720895220577,0.3336705706249999
524,24.0,22.0,0.0,3.0,81.0,77.0,62.0,76.0,0.2147564527602915,0.574109922334559,0.29460945527573523
525,7.0,38.0,13.0,15.0,24.0,97.0,57.0,91.0,0.21436428262322932,0.6790796622610297,0.10351635079044107
526,27.0,26.0,15.0,4.0,88.0,90.0,98.0,27.0,0.21479796908520232,0.6652403405147059,0.19773087077205878
527,7.0,20.0,2.0,52.0,36.0,86.0,20.0,99.0,0.2140884948173859,0.5127289716176467,0.023055164154411764
528,8.0,12.0,21.0,8.0,65.0,47.0,88.0,29.0,0.2143278143921127,0.3617530361213236,0.42603839851102954
529,18.0,20.0,12.0,29.0,75.0,70.0,97.0,100.0,0.21466021970473487,0.5235065432536766,0.1603612127757353
530,14.0,27.0,20.0,17.0,86.0,87.0,92.0,96.0,0.21488047273704,0.6162788937867647,0.15449190854779415
531,25.0,0.0,12.0,26.0,47.0,27.0,83.0,43.0,0.21447678054266647,0.21941933529411753,0.43245343606617653
532,12.0,18.0,18.0,1.0,95.0,100.0,99.0,63.0,0.21473959133713647,0.7260554855514706,0.1568159636213236
533,31.0,27.0,0.0,33.0,92.0,97.0,38.0,98.0,0.21464279749324044,0.6450699534375,0.008344738033088217
534,31.0,19.0,5.0,39.0,65.0,39.0,100.0,90.0,0.21482147328594284,0.2979221590257352,0.3094381268198527
535,13.0,22.0,22.0,1.0,81.0,98.0,100.0,9.0,0.21477562323523233,0.7071440710110294,0.17673899145220592
536,3.0,17.0,38.0,29.0,77.0,58.0,90.0,100.0,0.2110905664285521,0.40057301512867666,0.28438901193014715
537,18.0,7.0,23.0,4.0,90.0,87.0,99.0,85.0,0.2148601294129417,0.6434657119669123,0.2198351656433824
538,17.0,45.0,16.0,18.0,54.0,75.0,62.0,37.0,0.21475674101276596,0.5596917342463236,0.2039619228492645
539,29.0,23.0,16.0,7.0,92.0,74.0,87.0,58.0,0.21484238625438415,0.5526109653124999,0.2882740953492648
540,16.0,18.0,12.0,18.0,74.0,94.0,54.0,86.0,0.21487152697107695,0.6654060062867644,0.09590475012867652
541,32.0,11.0,33.0,13.0,80.0,46.0,74.0,80.0,0.21449618867084758,0.3500317825183823,0.4118043711948529
542,17.0,34.0,39.0,6.0,45.0,86.0,100.0,21.0,0.2148819156722782,0.5616545675551465,0.29092290832720596
543,16.0,21.0,19.0,22.0,50.0,57.0,72.0,61.0,0.2148459923501399,0.42994092470588224,0.3015779396507353
544,31.0,21.0,26.0,1.0,92.0,61.0,95.0,22.0,0.2144902939790564,0.4603917107536764,0.3989873563786765
545,23.0,19.0,21.0,16.0,96.0,99.0,95.0,91.0,0.2150189384649395,0.6166380995404409,0.16167111266544124
546,19.0,6.0,30.0,36.0,87.0,67.0,85.0,98.0,0.2148881205146302,0.4087343811580882,0.22786198299632346
547,18.0,5.0,24.0,21.0,69.0,74.0,90.0,72.0,0.21474463507504654,0.5454243107904411,0.19712264040441177
548,0.0,24.0,35.0,29.0,19.0,89.0,99.0,80.0,0.20668550088293464,0.42362502397058877,0.2632903701838234
549,21.0,3.0,22.0,20.0,100.0,24.0,96.0,84.0,0.21433025479178822,0.19220218939338235,0.4502630408272057
550,16.0,17.0,2.0,17.0,87.0,84.0,61.0,91.0,0.2148074855038511,0.6240849987132351,0.1451845553492648
551,9.0,22.0,8.0,33.0,29.0,84.0,66.0,96.0,0.21456997160300534,0.5881424335845593,0.06592159764705884
552,27.0,26.0,10.0,1.0,96.0,98.0,54.0,14.0,0.2145632096510532,0.7188592762499999,0.16343733836397067
553,5.0,10.0,10.0,39.0,28.0,77.0,65.0,93.0,0.21401332500464812,0.531482871709558,0.08121351977941181
554,1.0,16.0,11.0,42.0,60.0,63.0,93.0,58.0,0.21099188604328237,0.4707411807904413,0.12171119457720589
555,22.0,18.0,13.0,10.0,90.0,77.0,54.0,64.0,0.21495596425551008,0.5741975762316175,0.24687192022058818
556,19.0,15.0,15.0,0.0,94.0,89.0,95.0,41.0,0.21475025551924934,0.658425250183823,0.23329135251838234
557,22.0,20.0,25.0,18.0,60.0,56.0,64.0,56.0,0.21482969376027156,0.42249350011029446,0.333828522922794
558,22.0,16.0,32.0,11.0,98.0,65.0,99.0,66.0,0.21494037083930856,0.4876620627389706,0.321422517297794
559,16.0,24.0,20.0,27.0,19.0,95.0,27.0,66.0,0.21473440373959965,0.5449141650919114,0.15420764687500008
560,15.0,15.0,41.0,9.0,84.0,50.0,95.0,82.0,0.21442935323416423,0.3794342278308825,0.4116159151838237
561,20.0,1.0,17.0,15.0,92.0,90.0,87.0,68.0,0.21493603973630035,0.6488346877389706,0.1350673683088235
562,24.0,29.0,6.0,4.0,72.0,90.0,65.0,43.0,0.21479595055934209,0.6656068213051477,0.19715805273897058
563,12.0,26.0,26.0,26.0,56.0,100.0,91.0,96.0,0.21469838566941948,0.5089528420220587,0.1984360465808824
564,5.0,52.0,34.0,1.0,95.0,79.0,52.0,63.0,0.2123877829237568,0.5868855646691173,0.2960965036029411
565,25.0,5.0,56.0,9.0,86.0,29.0,80.0,98.0,0.2143157567623319,0.22843681715073508,0.4540117345955883
566,8.0,29.0,31.0,9.0,47.0,100.0,93.0,28.0,0.21452552317411963,0.5958820089154413,0.23487297917279384
567,5.0,1.0,28.0,22.0,27.0,46.0,97.0,98.0,0.21421317826084338,0.349530665257353,0.3688876242830882
568,4.0,20.0,19.0,17.0,64.0,96.0,96.0,93.0,0.213898310069664,0.6235536408639708,0.14683840906249998
569,23.0,30.0,0.0,32.0,96.0,93.0,59.0,95.0,0.21473325097418436,0.6515286424448534,0.00853240494485293
570,32.0,14.0,4.0,41.0,93.0,38.0,35.0,96.0,0.21474103238093448,0.29473313507352916,0.2657437150551471
571,17.0,16.0,22.0,11.0,100.0,76.0,80.0,50.0,0.2149230474744863,0.5667746942463232,0.24715285104779425
572,29.0,41.0,9.0,1.0,71.0,98.0,47.0,53.0,0.21467606053328217,0.7189349215441175,0.16318962860294114
573,9.0,24.0,20.0,16.0,68.0,84.0,83.0,99.0,0.2146508603139403,0.6143777686580884,0.16328867746323533
574,12.0,23.0,47.0,15.0,91.0,39.0,89.0,62.0,0.214267826748392,0.2995675101470591,0.4292475825735294
575,14.0,15.0,15.0,8.0,99.0,98.0,100.0,69.0,0.21480042020332205,0.7072739738051472,0.12512250858455887
576,11.0,12.0,21.0,12.0,43.0,87.0,85.0,80.0,0.21498946887523557,0.6355396088970585,0.17070656308823526
577,29.0,27.0,12.0,20.0,99.0,98.0,98.0,79.0,0.21494369146982528,0.65177977086397,0.09529038378676465
578,28.0,2.0,2.0,19.0,84.0,15.0,38.0,66.0,0.21434705199121712,0.1587143716544118,0.3157275564154413
579,4.0,2.0,19.0,50.0,92.0,85.0,54.0,63.0,0.21343236595113466,0.4003341583088239,0.1469725194301471
580,18.0,17.0,36.0,4.0,75.0,88.0,100.0,13.0,0.21494051521241497,0.5960265503308825,0.27029768501838214
581,11.0,24.0,6.0,13.0,55.0,99.0,40.0,90.0,0.2147067407852228,0.7213161273345586,0.07269662987132358
582,2.0,0.0,23.0,28.0,39.0,72.0,95.0,93.0,0.21354032508845242,0.5148140822242647,0.17749412972426462
583,6.0,3.0,16.0,43.0,77.0,55.0,38.0,96.0,0.21417002422798398,0.4140574264154414,0.17258279488970593
584,24.0,8.0,23.0,24.0,93.0,32.0,87.0,88.0,0.2145194830616757,0.24791692990808836,0.4228285129779409
585,12.0,26.0,3.0,19.0,55.0,94.0,95.0,98.0,0.21467879691318725,0.6901009115992651,0.0609851060110294
586,32.0,11.0,16.0,19.0,100.0,83.0,98.0,75.0,0.21479494131063848,0.6120598490257355,0.14332673124999998
587,31.0,25.0,26.0,13.0,98.0,84.0,86.0,97.0,0.2149831137482373,0.6013694054411768,0.199710095680147
588,11.0,19.0,30.0,34.0,72.0,83.0,100.0,96.0,0.21469910591241081,0.4230395837316174,0.22769526523897057
589,9.0,2.0,26.0,28.0,77.0,90.0,97.0,96.0,0.21463790250475726,0.49448837248161776,0.19854929511029423
590,17.0,10.0,32.0,12.0,78.0,50.0,96.0,52.0,0.214560476216977,0.37907651255514724,0.39937794215073547
591,25.0,9.0,2.0,16.0,99.0,85.0,75.0,94.0,0.21489071799689619,0.6310543596139707,0.14540360250000003
592,10.0,18.0,29.0,38.0,79.0,69.0,91.0,97.0,0.21437605848178876,0.4018800222610294,0.2205588361580884
593,35.0,3.0,16.0,0.0,100.0,53.0,97.0,47.0,0.21421877091980185,0.40262990136029414,0.4321301684191173
594,6.0,25.0,15.0,20.0,95.0,98.0,95.0,99.0,0.21426811369066115,0.6307342476470582,0.11749556840073527
595,4.0,3.0,32.0,16.0,53.0,51.0,92.0,45.0,0.21398269949874552,0.38618226253676463,0.37458942205882356
596,16.0,13.0,15.0,15.0,93.0,85.0,91.0,75.0,0.21481743538862152,0.6290764492830884,0.15464574102941178
597,6.0,13.0,38.0,19.0,67.0,56.0,88.0,46.0,0.21399772493668676,0.4216852433455885,0.3286894631433823
598,30.0,24.0,20.0,11.0,100.0,88.0,96.0,94.0,0.2148092158523831,0.6451305221323534,0.1678607043382353
599,23.0,6.0,34.0,1.0,60.0,52.0,79.0,71.0,0.2142590753783514,0.39527687941176465,0.4321740830514707
600,19.0,21.0,16.0,21.0,89.0,80.0,91.0,90.0,0.2148369052206711,0.5920462747242644,0.14900933292279425
601,8.0,12.0,20.0,8.0,53.0,98.0,53.0,27.0,0.21472157992138508,0.6792035172794121,0.15518998397058822
602,27.0,20.0,10.0,16.0,89.0,73.0,82.0,51.0,0.214889852162497,0.545701472242647,0.2325873165073531
603,5.0,26.0,29.0,8.0,53.0,80.0,93.0,49.0,0.2139838442197614,0.5919069050735299,0.2438028946507353
604,20.0,25.0,5.0,6.0,98.0,97.0,54.0,93.0,0.2147384385160232,0.7127186828676476,0.13318570222426473
605,17.0,20.0,13.0,11.0,90.0,100.0,89.0,72.0,0.21485306064899054,0.7060509392463233,0.10489768838235292
606,17.0,35.0,0.0,0.0,72.0,76.0,10.0,62.0,0.2147527055485388,0.5676067927205886,0.08075035670955878
607,4.0,9.0,24.0,26.0,61.0,29.0,72.0,74.0,0.21335594906393412,0.22646767259191153,0.42621458279411745
608,13.0,23.0,16.0,15.0,84.0,94.0,86.0,63.0,0.2148484445644015,0.6584902896691173,0.12517922062499992
609,2.0,28.0,14.0,12.0,76.0,84.0,68.0,74.0,0.21307721452147851,0.6234964030330881,0.18234989229779405
610,28.0,21.0,23.0,13.0,84.0,60.0,70.0,62.0,0.21474967904989373,0.4517237929963232,0.3398496438235292
611,22.0,0.0,25.0,4.0,99.0,69.0,96.0,54.0,0.2147152406219764,0.5166882979595591,0.339742530827206
612,8.0,17.0,9.0,14.0,52.0,85.0,45.0,74.0,0.21476755103917292,0.6308824699816181,0.16020948398897059
613,6.0,25.0,26.0,26.0,45.0,88.0,81.0,94.0,0.2136727881694719,0.5090106936764707,0.19855665803308836
614,23.0,0.0,1.0,32.0,91.0,93.0,41.0,93.0,0.2147149524808971,0.644634576268383,0.015309891176470594
615,15.0,29.0,11.0,2.0,85.0,100.0,89.0,39.0,0.21463977409163776,0.7314513710661763,0.14322259847426463
616,18.0,21.0,31.0,7.0,88.0,100.0,99.0,52.0,0.2149548091100535,0.6100794848161758,0.2349865786213236
617,52.0,10.0,0.0,36.0,94.0,32.0,48.0,62.0,0.21461026440655234,0.24775292930147041,0.34756029358455875
618,7.0,16.0,21.0,5.0,64.0,76.0,97.0,47.0,0.21469420835536188,0.5666896700183822,0.28834737389705895
619,25.0,5.0,19.0,1.0,100.0,43.0,92.0,58.0,0.2139074609585461,0.33108048573529464,0.4501534734375001
620,25.0,25.0,20.0,8.0,64.0,79.0,94.0,72.0,0.21481152302712397,0.5883191438419119,0.24706388229779416
621,2.0,10.0,19.0,37.0,64.0,41.0,53.0,92.0,0.21237425121484707,0.3127106849080882,0.30908172625000013
622,20.0,17.0,17.0,24.0,84.0,51.0,54.0,74.0,0.21478557016843217,0.3862404647977943,0.327544001930147
623,32.0,5.0,27.0,31.0,85.0,39.0,91.0,94.0,0.21478239858243617,0.29796765143382326,0.3576486425183824
624,25.0,19.0,28.0,1.0,67.0,68.0,92.0,84.0,0.2145312759783967,0.5094223163602939,0.3631155282352943
625,0.0,58.0,26.0,8.0,50.0,93.0,84.0,21.0,0.20519120935210236,0.6377398968566181,0.19858821349264708
626,4.0,18.0,27.0,8.0,95.0,80.0,76.0,60.0,0.21401604451533726,0.5938796436029413,0.24182217963235306
627,8.0,18.0,3.0,22.0,88.0,56.0,76.0,94.0,0.21479191362143193,0.4227153518014702,0.308203521875
628,16.0,29.0,13.0,25.0,78.0,96.0,70.0,87.0,0.21465258814004204,0.6094508309007355,0.102478528805147
629,26.0,24.0,24.0,20.0,59.0,68.0,69.0,60.0,0.2148800398602474,0.509050576139706,0.24031637343749995
630,22.0,10.0,14.0,34.0,76.0,94.0,72.0,76.0,0.21476942488774942,0.5386563784374995,0.10990053426470588
631,3.0,25.0,28.0,22.0,18.0,100.0,89.0,61.0,0.21228563297273523,0.5234649076654415,0.21312631231617649
632,19.0,6.0,11.0,15.0,99.0,74.0,94.0,91.0,0.21487643262146564,0.5526804748713235,0.23252192674632355
633,23.0,22.0,14.0,9.0,96.0,98.0,96.0,51.0,0.2149044279714231,0.7075746267095591,0.11753536327205873
634,4.0,33.0,15.0,0.0,75.0,97.0,79.0,40.0,0.21393963826818538,0.7121280712316168,0.1780431937683824
635,3.0,49.0,43.0,2.0,52.0,90.0,96.0,95.0,0.20885397256572538,0.564137978014706,0.31781363134191176
636,22.0,21.0,11.0,12.0,78.0,91.0,66.0,43.0,0.21485637858231046,0.6712479625551472,0.13258053959558824
637,9.0,23.0,19.0,28.0,74.0,93.0,71.0,100.0,0.21460868118941498,0.5450152300367647,0.14677573665441168
638,18.0,6.0,16.0,19.0,85.0,95.0,75.0,88.0,0.2149594297663727,0.6309009648713234,0.1247998545955882
639,6.0,23.0,2.0,24.0,30.0,89.0,15.0,89.0,0.21437763826855222,0.6568827174999998,0.05875633047794114
640,33.0,20.0,27.0,6.0,99.0,64.0,85.0,68.0,0.21472402929640974,0.4807081292463238,0.35749524840073527
641,38.0,16.0,33.0,7.0,100.0,65.0,100.0,47.0,0.21474996728418466,0.4876795937499998,0.34606456755514703
642,31.0,13.0,32.0,10.0,49.0,23.0,92.0,32.0,0.21440234341761355,0.21247863766544112,0.45634078632352926
643,27.0,22.0,4.0,21.0,96.0,89.0,98.0,94.0,0.2147923461432356,0.6577429527573526,0.0805552392279412
644,7.0,17.0,2.0,30.0,95.0,80.0,100.0,100.0,0.21437778188668527,0.594846290735294,0.07943370766544115
645,15.0,15.0,23.0,13.0,67.0,64.0,98.0,71.0,0.21478095698340147,0.480617319742647,0.3148594322426473
646,13.0,13.0,14.0,12.0,90.0,75.0,72.0,80.0,0.214863014756389,0.5599610068749997,0.2468793709191177
647,15.0,3.0,19.0,28.0,83.0,77.0,70.0,75.0,0.21479465295560798,0.5446442785477942,0.1471001435477941
648,24.0,16.0,15.0,5.0,95.0,60.0,57.0,62.0,0.21457759729417653,0.4515893320955883,0.38328363619485284
649,23.0,21.0,17.0,20.0,89.0,83.0,76.0,93.0,0.2149230474744863,0.6073665971323525,0.14105071029411767
650,22.0,25.0,9.0,0.0,89.0,98.0,54.0,65.0,0.2146502843780877,0.7193137618749998,0.17043597580882364
651,27.0,1.0,22.0,43.0,87.0,9.0,59.0,91.0,0.21361972617956473,0.09463324251838237,0.4114194828860293
652,8.0,25.0,1.0,14.0,99.0,97.0,95.0,56.0,0.2145429263521065,0.712225454724265,0.07473992941176472
653,22.0,5.0,12.0,25.0,82.0,80.0,44.0,93.0,0.21482940531192557,0.5922494567279416,0.11945217852941178
654,23.0,12.0,5.0,41.0,96.0,40.0,69.0,90.0,0.21480633195365018,0.305301652150735,0.29038199597426445
655,30.0,22.0,19.0,18.0,93.0,81.0,86.0,95.0,0.21482853997153523,0.5978462451470581,0.1653843066360293
656,34.0,17.0,0.0,18.0,95.0,86.0,18.0,49.0,0.2146737562674674,0.637859456783089,0.1205368077022059
657,3.0,34.0,15.0,38.0,14.0,89.0,45.0,88.0,0.20879619207944697,0.503675113823529,0.11739318856617643
658,40.0,8.0,39.0,4.0,96.0,26.0,95.0,91.0,0.2141446560535683,0.20724797943014675,0.4569034366727939
659,18.0,24.0,21.0,21.0,78.0,78.0,78.0,72.0,0.21493705031139007,0.5717498413970591,0.17049873573529414
660,25.0,25.0,18.0,13.0,98.0,93.0,90.0,95.0,0.21487931840280203,0.6582883350919113,0.14011965080882355
661,17.0,17.0,23.0,18.0,73.0,89.0,99.0,92.0,0.21489576883662148,0.5881922212499997,0.17632798233455893
662,14.0,20.0,16.0,37.0,82.0,84.0,57.0,92.0,0.2147400236482451,0.5030950200367654,0.12476251409926464
663,15.0,7.0,40.0,30.0,86.0,79.0,83.0,93.0,0.21483344365925808,0.38184584937499993,0.2978455494669118
664,2.0,27.0,22.0,33.0,81.0,87.0,56.0,98.0,0.21052631578947367,0.4877661958639708,0.168914216507353
665,14.0,19.0,28.0,31.0,100.0,87.0,95.0,97.0,0.21481988695103452,0.458835941709559,0.21309405568014694
666,23.0,15.0,16.0,5.0,99.0,97.0,91.0,50.0,0.21475616450859092,0.7079986962867647,0.14587789773897067
667,9.0,10.0,12.0,25.0,44.0,52.0,70.0,85.0,0.21482536711641254,0.39337882204044095,0.31481060908088226
668,48.0,41.0,1.0,1.0,98.0,86.0,6.0,83.0,0.21486864139900974,0.6380902492830889,0.05068551091911767
669,53.0,2.0,30.0,13.0,97.0,23.0,90.0,40.0,0.21429336762027218,0.19948333492647066,0.4553619555147059
670,5.0,21.0,26.0,8.0,73.0,82.0,84.0,57.0,0.21412015352415006,0.607244232463235,0.2283248832352941
671,2.0,9.0,46.0,2.0,69.0,71.0,100.0,34.0,0.21303862989531147,0.5235155713602944,0.3475741428676467
672,40.0,30.0,13.0,15.0,96.0,93.0,68.0,64.0,0.2148534934170904,0.6741300222058831,0.1086673315992647
673,27.0,4.0,1.0,32.0,93.0,83.0,37.0,86.0,0.21465805977287838,0.6139567670588235,0.04502184238970587
674,28.0,21.0,15.0,21.0,93.0,81.0,58.0,92.0,0.2147934995432282,0.5993991213970585,0.14163983224264703
675,4.0,24.0,13.0,24.0,37.0,92.0,87.0,93.0,0.21367849532945551,0.616693233694853,0.10261456749999998
676,15.0,17.0,17.0,20.0,94.0,91.0,83.0,97.0,0.2149318531693045,0.6165257269485293,0.13216716402573525
677,35.0,30.0,17.0,9.0,54.0,77.0,93.0,37.0,0.21498730231245716,0.5741615505698527,0.2537672133272058
678,26.0,4.0,23.0,7.0,92.0,28.0,79.0,73.0,0.21426696592619576,0.22117171213235287,0.4536901326286765
679,29.0,24.0,16.0,8.0,88.0,98.0,84.0,39.0,0.21492911033453044,0.7036065354044114,0.12937556297794103
680,25.0,6.0,13.0,25.0,100.0,31.0,49.0,96.0,0.21454868008981545,0.24035020790441208,0.356178862132353
681,30.0,3.0,20.0,32.0,84.0,30.0,71.0,88.0,0.2144799431091951,0.232699338382353,0.3991211161580883
682,46.0,15.0,18.0,6.0,100.0,84.0,60.0,38.0,0.21481642593800937,0.6237063339338226,0.22572340334558838
683,8.0,18.0,16.0,22.0,90.0,92.0,96.0,89.0,0.21464092585363367,0.6094818607720586,0.12470501308823524
684,16.0,14.0,6.0,21.0,80.0,69.0,68.0,88.0,0.21484368443491075,0.5170551291911764,0.22536919386029403
685,14.0,19.0,6.0,18.0,90.0,99.0,71.0,97.0,0.21481253243165774,0.7050298593566174,0.053842541102941184
686,22.0,14.0,25.0,2.0,97.0,92.0,93.0,84.0,0.21472028321605358,0.6724513629779405,0.20527226090073508
